Material;Texto breve material
4001724;MENOCOL 40MG CX 30CP                    
4001726;OMENAX 20MG CX 28CP TJ                  
4001727;ONCILEG A 1MG/G POMADA TUDO 10G         
4001728;OMENAX 20MG CX 56CAPS                   
4001729;PILEM 0,75MG CX 2CP                     
4001730;PREDOPTIC SOL OFTALM FRASCO 5ML         
4001731;RANITIDIL 150MG CX 20CP                 
4001733;RITMONEURAN RTM SOL CX 100 ML           
4001734;SODIX 50MG CX 20CP                      
4001736;TININ CREME VAG TUBO 35G+7APL GEOLAB    
4001737;TRAXONOL 100MG CX15CP                   
4001738;TRAXONOL 100MG CX 4CP                   
4001743;CAPTOPRIL 25MG CX 30CP-NEO QUIMICA      
4001744;CICLOBENZAPRINA 5MG CX 30CP-EUROFARMA   
4001745;CIPROFLOXACINO 500MG CX 6CP-NEO QUIMICA 
4001746;CLOPIDOGREL 75MG CX 28CP-EUROFARMA      
4001747;ESPIRONOLACTONA 25MG CX 30CP-EUROFARMA  
4001748;ESPIRONOLACTONA 50MG CX 30CP-EUROFARMA  
4001749;FINASTERIDA 5MG CX 30CP-EUROFARMA       
4001750;LEVOFLOXACINO 500MG CX 7CP-EUROFARMA    
4001751;LEVONORGESTREL 1,5MG -NEOQ              
4001752;LOSARTANA POTASSICO 50MG CX 30CP-NEOQ   
4001753;LOSARTANA POTASSICA 100MG 30CP NEOQUIMIC
4001754;MELOXICAM 15MG CX 10 COMP EUROFARMA     
4001755;METRONIDAZOL 250MG CX 20 COMP N QUIMICA 
4001756;NIMESULIDA GTS FRASCO 15ML-NEOQUIMICA   
4001758;SILDENAFILA 50MG CX 1CP-NEO QUIMICA     
4001759;SILDENAFILA 50MG CX 2CP-NEO QUIMICA     
4001760;SILDENAFILA 50MG CX 4CP-NEO QUIMICA     
4001762;TENOXICAM 20MG CX 10CP-NEO QUIMICA      
4001763;DIPIRONA 500MG GTS FRASCO 10ML-NEOQ     
4001764;DIPIRONA 500MG GTS FRASCO 20ML-NEOQ     
4001765;NAPROXENO 550MG CX 10CP-NEO QUIMICA     
4001766;NAPROXENO 550MG CX 20CP-NEO QUIMICA     
4001767;SINUSTRAT VASOCONSTRITOR S.NAS C/10ML   
4001768;CELESTAMINE GOTAS 20ML                  
4001769;CELESTONE 0,5MG C/20CP                  
4001770;CEFTRIAXONA 1G IM 1 FRASCO-AMP+DIL-EU   
4001771;AMITRIPTILINA 25MG CX 20CP-EUROFARMA (C)
4001772;AMITRIPTILINA 25MG CX 20CP-MEDLEY (C)   
4001773;BROMAZEPAM 3MG CX 20CP-BIOSINTETICA (C) 
4001779;DIAZEPAM 10MG CX 30CP-NEO QUIMICA(C)    
4001790;HEPATILON 10ML FLAC CX60                
4001791;PEITORAL MARTEL XPE 150ML               
4001792;PROCTOCAPS 20CP                         
4001793;PROCTOSAN POMADA 20G                    
4001795;RESFENOL LIQUIDO 100ML                  
4001796;SANASAR 100ML                           
4001797;SANASAR SAB 80G                         
4001798;SUPRAVIT AZ 30CP                        
4001799;SUPRAVIT HOMEM FRASCO 30CP              
4001800;SUPRAVIT MULHER 30CP                    
4001809;VALDA TABLETE (CX-200)                  
4001810;NEOSALDINA 4DRG CX 50                   
4001811;MULTIGRIP 4CP (CX 50)                   
4001820;DIAZEPAM 5MG CX 30CP-NEO QUIMICA(C)     
4001821;ESCITALOPRAM 20MG CX 30CP-EUROFARMA (C) 
4001823;FLUOXETINA 20MG CX 28CP-EUROFARMA (C)   
4001824;LAMOTRIGINA 50MG CX 30CP-EUROFARMA (C)  
4001825;MEMANTINA 10MG CX 30CP-EUROFARMA (C)    
4001826;NORTRIPTILINA 25MG CX 30CP-EUROFARMA (C)
4001830;RISPERIDONA 1MG CX 30 COMP REV EURO-G   
4001831;RISPERIDONA 3MG CX 30CP-EUROFARMA (C)   
4001832;SERTRALINA 100MG CX 30CP-EUROFARMA (C)  
4001833;SERTRALINA 25MG CX 30CP-EUROFARMA (C)   
4001834;TOPIRAMATO 25MG CX 60CP-EUROFARMA (C)   
4001855;EPAREMA HORTELÃ 10ML CX-60              
4001857;HELMIZOL 400MG CX 24CP                  
4001858;MAGNESIA BISURADA C/10PAST CX-20        
4001860;TREZOR 20MG C/30CP                      
4001862;GEL CLINDOXYL CONTR 100MG/G 10PC 45G    
4001865;BETNOVATE CAPILAR 50ML                  
4001866;BETNOVATE CREME C/15G                   
4001867;BETNOVATE CREME C/30G                   
4001868;BETNOVATE POMADA C/15G                  
4001869;BETNOVATE POMADA C/30G                  
4001870;ALDOMET 250MG C/30CP                    
4001871;ARTROLIVE C/30EVX4G                     
4001872;BENICAR 20MG C/30CP                     
4001873;BENICAR 40MG C/30CP                     
4001874;BENICAR ANLO 20MG/5MG C/30CP            
4001875;BENICAR ANLO 40MG/10MG C/30CP           
4001876;BENICAR ANLO 40MG/5MG C/30CP            
4001877;BENICAR HCT 20MG/12,5MG C/30CP          
4001878;BENICAR HCT 40MG/12,5MG C/30CP          
4001879;BENICAR HCT 40MG/25MG C/30CP            
4001880;EXIMIA FIRMALIZE C/30SACHES             
4001881;EXIMIA FORTALIZE C/30CP                 
4001882;EXIMIA TEMPORIZE C/30CP                 
4001884;POSTEC POM C/20G                        
4001885;NEUTROFER 500MG C/30CP MAS              
4001886;MONOCORDIL 20MG C/30CP                  
4001887;MONOCORDIL 40MG C/30CP                  
4001888;MONOCORDIL RETARD 50MG C/30CP           
4001889;VITACID GEL C/25G                       
4001890;VITACID PLUS CREME C/15G                
4001891;VITACID XT 0,1PC CREME C/25G            
4001892;VITANOL-A CREME 0,025PC C/30G           
4001893;VITANOL-A CREME 0,05PC C/30G            
4001894;VITANOL-A CREME 0,1PC C/30G             
4001895;TAMISA 20MCG C/21CP                     
4001896;TAMISA 30 75MCG+30MCG C/21CP            
4001897;TAMISA S/ PARAR 75MCG+30MCG 28CP        
4001898;TAMISA S/ PARAR 75MCG+30MCG 84CP        
4001899;REMILEV 250/60MG C/20CP                 
4001900;ULTRAFER 100MG C/30CP                   
4001901;ULTRAFER 50MG GOTAS C/30ML              
4001903;VITAWIN 2 C/30M                         
4001904;VITAWIN KIDS C/150ML                    
4001905;EXFORGE HTC 160/12,5/5MG C/28CP         
4001906;EXFORGE HTC 320/25/10MG C/28CP          
4001907;COLIKIDS GOTAS C/5ML                    
4001908;CORUS 100MG+25MG C/30CP                 
4001909;CITONEURIN 1000 C/3APX3ML               
4001910;CITONEURIN 5000 C/20CP                  
4001920;VICTOZA 6MG/ML SOL INJ C/2CARP          
4001921;LACTOSIL 10.000 FCC ALU C/30TABS        
4001922;TREZOR 10MG C/30CP                      
4001924;ETNA C/20 CP                            
4001925;HALDOL 1MG C/20CP C1 (JSF)              
4001926;HALDOL 5MG C/20CP C1 (JSF)              
4001932;NEOVLAR 1ENV 21DRG                      
4001937;FLOTAC 70MG C/10CAPS                    
4001938;METAMUCIL LARANJA 10SACHE               
4001939;DESALEX 5MG C/10CP                      
4001940;FUNCHICOREA PO C/3G                     
4001941;BENZEVIT CREME C/40G                    
4001942;VALDA CLASSICA 24G-CX18                 
4001943;VALDA PAST FRIENDS 25G - CX30           
4001951;CELESTONE ELIXIR C/120ML                
4001952;CELESTONE SOLUSPAN INJ C/1X1ML          
4001953;SELOZOK 100MG 30CPR                     
4001954;AEROFLUX EDULITO SOL 120ML              
4001955;AEROLIN 2MG 20CPR                       
4001956;AEROLIN NEBULES 2,5MG 20FLAC            
4001957;POZATO UNI 1,5MG C/1CP                  
4001958;DULCOLAX 5MG C/20CP                     
4001960;DECADRONAL INJ 8MG/ML 2ML               
4001961;PARASIN 400MG 1CPR MAST                 
4001962;ALPRAZOLAM 0,5MG CX 30CP-MEDLEY         
4001964;ALPRAZOLAM 0,5MG CX 30CP-EMS            
4001966;ALPRAZOLAM 1MG CX 30CP-EMS              
4001968;ALPRAZOLAM 2,0MG CX 30CP-EMS            
4001969;ALPRAZOLAM 2MG CX 30CP-MEDLEY           
4001970;MAXIDEX POM. OFT 1MG C/ 3,5G            
4001983;MILGAMMA 150MG C/ 30CP                  
4001984;DIPIMED 500MG C/ 50BLSX4CP CX-50        
4001986;DIPIMED 500MG C/ 20BLSX10CP CX-20       
4001993;BROMAZEPAM 3MG CX 30CP-NEO QUIMICA      
4001995;BROMAZEPAM 6MG CX 30CP-MEDLEY           
4001996;BROMIDRATO DE CITALOPRAM 20MG CX 30CP-EM
4001998;BUPROPIONA 150MG CX 60CP-NOVAQUIMICA    
4002010;CLONAZEPAM 2MG CX 30CP-EMS              
4002012;CLONAZEPAM GTS 2,5MG/ML FRASCO 20ML-EMS 
4002013;ESCITALOPRAM 10MG CX 30CP-NEO QUIMICA TJ
4002014;ESCITALOPRAM 20MG CX 30CP-NEO QUIMICA TJ
4002015;FENITOINA 100MG CX 30CP-TEUTO           
4002017;FLUOXETINA 10MG CX 28CP-EMS             
4002018;FLUOXETINA 20MG CX 28CP-EMS             
4002020;GABAPENTINA 300MG CX 30CP-EMS           
4002025;ISOTRETINOINA 10MG CX 30CP-NEO QUIMICA  
4002026;ISOTRETINOINA 20MG CX 30CP-EMS          
4002031;LORAZEPAM 2MG CX 20CP-MEDLEY            
4002034;MIRTAZAPINA 30MG CX 28CP-SANDOZ         
4002042;OXALATO ESCITALOPRAM 10MG CX 30CP-MEDLEY
4002044;OXALATO ESCITALOPRAM 20MG CX 30CP-MEDLEY
4002045;OXCARBAZEPINA 300MG CX 30CP-MEDLEY      
4002046;OXCARBAZEPINA 600MG CX 30CP-MEDLEY      
4002049;PAROXETINA 20MG CX 30CP-EMS             
4002052;QUETIAPINA 25MG CX 14CP-EMS             
4002055;RISPERIDONA 2MG CX 30CP-BIOSINTETICA    
4002062;SERTRALINA 50MG CX 30CP-MEDLEY          
4002063;SERTRALINA 50MG CX 28CP-BIOSINTETICA    
4002064;SERTRALINA 50MG CX 28CP-EMS             
4002066;SIBUTRAMINA 15MG CX 30CP-EMS TJ         
4002068;SIBUTRAMINA 15MG CX 30CP-BIOSINTETICA   
4002070;TOPIRAMATO 50MG CX 60CP-EMS TJ          
4002071;TRAMADOL 50MG CX 10CP-EMS               
4002072;TRAMADOL 50MG CX 10CP-NEO QUIMICA       
4002073;TRAMADOL 50MG CX 10CP-MEDLEY            
4002074;TRAMADOL GTS 100MG/ML FRASCO 10ML-NEO QU
4002075;VENLAFAXINA 150MG CX 30CP-MEDLEY        
4002076;VENLAFAXINA 37,5MG CX 30CP-MEDLEY       
4002077;VENLAFAXINA 75MG CX 30CP-MEDLEY         
4002078;ZOLPIDEM 10MG CX 20CP-NEO QUIMICA       
4002081;DEPAKENE 250MG C/25CP                   
4002082;DEPAKENE 300MG C/25CP                   
4002083;DEPAKENE 500MG C/50CP                   
4002084;DEPAKENE XPE 250MG C/100ML              
4002085;DEPAKOTE 500MG C/30CP                   
4002086;DEPAKOTE ER 500MG C/30CP                
4002087;BIOMAG 10MG C/30CP                      
4002088;BIOMAG 15MG C/30CP                      
4002089;DORENE 75MG C/30CP GEL                  
4002090;EXODUS 10MG C/30CP                      
4002091;REVANGE 37,5+325MG C/10CP               
4002092;REVANGE 37,5+325MG C/20CP               
4002093;SOMALIUM 3MG C/30CP                     
4002094;SOMALIUM 6MG C/30CP                     
4002095;ALOIS 10MG C/50CP                       
4002099;PROVIRON 25MG C/20CP                    
4002100;TOLREST 50MG C/28CP                     
4002101;ZARGUS 3MG C/30CP                       
4002102;CODEIN 30MG C/30CP                      
4002103;TRAMADON 50MG C/10CP                    
4002105;AMATO 25MG C/60CP                       
4002106;AMATO 50MG C/60CP                       
4002107;BUP 150MG C/30CP                        
4002108;CARBOLITIUM 300MG C/50CP                
4002109;CARBOLITIUM CR 450MG C/30CP             
4002110;PACO 500+30MG C/12CP                    
4002111;PACO 500+30MG C/24CP                    
4002113;PONDERA 10MG C/20CP                     
4002114;PONDERA 15MG C/20CP                     
4002115;PONDERA 20MG C/30CP                     
4002116;RISS 1MG C/30CP                         
4002117;RISS 2MG C/30CP                         
4002118;RISS 3MG C/30CP                         
4002119;SIBUS 15MG C/30CP                       
4002120;SIBUS 15MG C/60CP                       
4002122;TYLEX 30MG C/12CP                       
4002123;TYLEX 30MG C/24CP                       
4002124;TYLEX 30MG C/36CP                       
4002125;TYLEX 7,5MG C/12CP                      
4002126;ULTRACET 37,5+325MG C/10CP              
4002127;ULTRACET 37,5+325MG C/20CP              
4002128;ULTRACET 37.5MG C/30CP                  
4002129;CITTA 20MG C/28CP                       
4002130;MANTIDAN 100MG C/20CP                   
4002131;ANAFRANIL 25MG C/20COMP                 
4002132;ANAFRANIL SR 75MG C/20COMP              
4002134;RITALINA 10MG C/30CP A3                 
4002135;TEGRETOL 200MG C/20CP                   
4002136;TEGRETOL 200MG C/60CP                   
4002137;TEGRETOL 400MG C/20CP                   
4002138;TEGRETOL SUS C/100ML                    
4002139;TRILEPTAL 6PC SUS C/100ML+2SER          
4002140;FRONTAL 0,25MG C/30CP                   
4002141;FRONTAL 0,5MG C/30CP                    
4002142;FRONTAL 1MG C/30CP                      
4002143;LYRICA 150MG C/28CP                     
4002144;LEXOTAN 6MG C/30CP                      
4002146;LEXOTAN 3MG C/30CP                      
4002147;RIVOTRIL 0,5MG C/30CP                   
4002148;RIVOTRIL 0,25MG C/30CP                  
4002149;RIVOTRIL 2MG C/20CP                     
4002150;RIVOTRIL 2MG C/30CP                     
4002151;RIVOTRIL GTS 2,5MG C/20ML               
4002152;ROACUTAN 20MG C/30CP C2                 
4002153;VALIUM 5MG C/30CP                       
4002154;VALIUM 10MG C/30CP                      
4002155;AMPLICTIL 25MG C/20CP                   
4002156;AMPLICTIL 100MG C/20CP                  
4002157;FRISIUM 10MG C/20CP                     
4002158;GARDENAL 50MG C/20CP                    
4002159;GARDENAL 100MG C/20CP                   
4002160;GARDENAL PED 40MG GTS C/20ML            
4002161;HIDANTAL 100MG C/25CP                   
4002162;NEOZINE 4% GTS C/20ML                   
4002163;NEOZINE 100MG C/20CP                    
4002164;NEOZINE 25MG C/20CP                     
4002165;NEULEPTIL 10MG C/20CP                   
4002166;NEULEPTIL 1PC GTS PED C/20ML            
4002167;NEULEPTIL 4PC GTS C/20ML                
4002168;DEPOSTERON 200MG INJ C/3APX2ML          
4002169;AMYTRIL 25MG C/20CP                     
4002170;AMYTRIL 25MG C/30CP                     
4002171;ARCOXIA 60MG C/14CP                     
4002172;ARCOXIA 90MG C/7CP                      
4002173;ARCOXIA 90MG C/14CP                     
4002174;FLUXENE 20MG C/28CP                     
4002175;FLUXENE 20MG C/60CP                     
4002176;RISPERIDON 1MG ADT C/30CP               
4002177;RISPERIDON 2MG ADT C/30CP               
4002178;RISPERIDON 3MG ADT C/30CP               
4002179;RISPERIDON SL ORAL 1MG 30ML             
4002180;CELEBRA 200MG ADT C/15CP                
4002181;CELEBRA 200MG ADT C/30CP                
4002182;LORAX 1MG C/30CP                        
4002183;LORAX 2MG C/30CP                        
4002185;LEVOID 200 MG C/30CP                    
4002186;CIPIDE 100MG C/30CP                     
4002189;ZINNAT 250MG SUS C/70ML                 
4002190;ZINNAT 500MG C/14CP                     
4002191;ZINNAT 500MG C/20CP                     
4002193;NEXIUM 20MG C/14CP                      
4002194;NEXIUM 20MG C/28CP                      
4002195;NEXIUM 40MG C/14CP                      
4002196;NEXIUM 40MG C/28CP                      
4002197;ALPHAGAN SOL OFTALM C/5ML               
4002198;ALPHAGAN Z SOL OFTAL C/5ML              
4002199;DIGEPLUS C/30CP                         
4002200;VESICARE 10MG C/30CP                    
4002201;VESICARE 5MG C/30CP                     
4002202;PROFENID PROTECT C/10CP                 
4002203;SELENE C/21CP - EUROFARMA               
4002204;SELENE C/63CP                           
4002205;STUGERON 25MG C/30CP                    
4002206;STUGERON 75MG C/30CP                    
4002207;SUSTRATE 10MG C/50CP                    
4002208;ACTONEL 150MG C/1CP                     
4002209;AZELAN GEL 30G                          
4002213;ALGINAC 1000 C/15CP                     
4002214;ALGINAC 1000 C/30CP                     
4002215;AZOPT 1PC SUS OFT C/5ML                 
4002216;NEVANAC SUS OFTALM 5ML                  
4002217;NEVANAC UNO 3ML                         
4002218;SOYFEMME C/30CP                         
4002219;GEROVITAL C/60CP                        
4002241;DILACORON 80MG C/30CP ABBOTT            
4002243;MAGNESIA BISURADA CX 4BL X 10 PAST      
4002244;PURAN T4 100MCG 30CPR                   
4002245;PURAN T4 75MCG 30CPR                    
4002246;PURAN T4 88MCG 30CPR                    
4002250;DORALGINA CX 25BL 4CP                   
4002252;VALDA PAST CLASSIC 24G CX12             
4002270;SIRDALUD 2MG C/ 30CPR                   
4002271;TRAYENTA 5MG C/30CP                     
4002273;TRAYENTA DUO 2,5MG+850MG C/60CP         
4002274;ANGELIQ C/28CP                          
4002276;BACLON C/20CP                           
4002277;BETADINE 24 MG C/30CP                   
4002278;BIOZINC 75ML                            
4002279;BUONA 150MG C/30CP                      
4002280;GROW CÃLCIO 150ML                       
4002281;GROW D KIDS 10 ML                       
4002282;GROW VIT BB 20ML                        
4002283;GROW VIT XAROPE 240 ML                  
4002284;OSSFOR C/30CP                           
4002286;HIXIZINE COMP C/30CP                    
4002287;HIXIZINE SOL 120ML                      
4002288;DIAMOX C/25CP                           
4002289;OCUPRESS 5ML                            
4002290;CYLOCORT COL 5ML                        
4002291;CYLOCORT POM 5G                         
4002293;PROEPA GESTA C/30CP                     
4002294;CAMOMILINA C C/20CP                     
4002295;ACIDO FUSIDICO CREME C/15G (NQG)        
4002296;PROFENID INJ C/6AMP 100MG               
4002298;LUFTA GASTROPRO 10ML 12 SCH             
4002299;LUFTA GASTROPRO 150ML                   
4002300;FOLDAN POMADA 45G                       
4002301;DIOSMIN SDU GRAN LAR/LIM 30EVX5G        
4002302;ALLEGRA D 24HORAS C/5CP (SAV)           
4002303;ATLANSIL 100MG C/20CP (SAV)             
4002305;CALCORT 6MG C/20CP (SAV)                
4002306;CLORANA 25MG C/30CP (SAV)               
4002307;CLORANA 50MG C/20CP (SAV)               
4002309;ESPERSON POMADA C/20G (SAV)             
4002310;BIO SOAK MULTI ACAO SOL360+120ML+ESTOJO 
4002311;TEUTOVIT E 400MG 30CPR                  
4002313;DIGESTIL 10MG 20CPR                     
4002317;PRESSOTEC 10MG CX 30 COMP TEUTO         
4002318;PRESSOTEC 5MG 30CPR                     
4002319;CARBIDOL 25/250MG 30CPR                 
4002322;TEUSIL 25MG 30CPR                       
4002323;DIGESTIL SOL ORAL 20ML                  
4002324;CICATRIDERM GEL 15G                     
4002326;CATIVA SACHÃ 30 SACHÃS C/06 G           
4002327;KALIST 2MG C/ 28                        
4002328;PANT 50MG/ML SOL+VALV SPRAY 50ML        
4002329;SANY D 1000UI COMP C/30                 
4002330;SANY D 2000UI COMP C/30                 
4002331;SANY D 7000UI COMP C/08                 
4002333;CLEXANE SAFETY LOCK 40MG C/2SER (SAV)   
4002335;DONAREN 50MG C/60CP C1 (APS)            
4002336;DONAREN 100MG C/30CP C1 (APS)           
4002337;DUOFLAM INJ C/1APX1ML+SER (SUP)         
4002338;EPIDUO GEL C/30G C2 (GMA)               
4002339;SELOKEN 100MG C/30CP (AST)              
4002340;ACICLOVIR CREME 50MG C/10G (MDG)        
4002341;BARISTAR CAP GEL MOLE C/ 30             
4002343;AMOXICILINA 500MG C/15CP (MDG)          
4002344;AMOXICILINA 500MG C/21CP (MDG)          
4002346;AZITROMICINA 500MG C/3CP (MDG)          
4002347;AZITROMICINA 500MG C/5CP (MDG)          
4002351;CETIRIZINA 10MG C/12CP (MDG)            
4002356;DESLORATADINA XPE C/60ML (MDG)          
4002357;DEXCLORFENIRAMINA XPE C/120ML (MDG)     
4002358;DROPROPIZINA XPE ADT C/120ML (MDG)      
4002362;LOSARTANA+HID 100+25MG 30CP (MDG)       
4002364;PANTOPRAZOL 40MG C/14CP (MDG)           
4002365;PANTOPRAZOL 20MG C/14CP (MDG)           
4002368;PRAVASTATINA SOD 20MG C/30CP (MDG)      
4002371;TADALAFILA 5MG C/30CP (MDG)             
4002372;ESOMEPRAZOL 20MG C/14CP (MDO)           
4002373;ESOMEPRAZOL 20MG C/28CP (MDG)           
4002374;VALSARTANA 160MG C/30CP (MDG)           
4002375;VALSARTANA 320MG C/30CP (MDG)           
4002379;ZARMINE 100MG C/30CP (MDL)              
4002381;ZARMINE 25MG C/30CP (MDL)               
4002383;ZARMINE 50MG C/30CP (MDL)               
4002386;PYLORIPAC C/56CP (MDF)                  
4002388;VALTRIAN HCT 100+25MG C/30CP (MDF)      
4002389;VALTRIAN HCT 50+12,5MG C/30CP (MDF)     
4002391;OSTEONUTRI 600 600MG+400UI C/ 30 CPR REV
4002392;ADAPALENO 1MG/G DERM C/ 30G             
4002393;AMOXICILINA 400MG 100ML+DOSAD (EUG)     
4002394;AMOXICILINA 500MG C/21CP (EUG)          
4002395;AMOXICILINA 500MG C/30CP (EUG)          
4002396;AMOXICILINA 875MG C/14CP (EUG)          
4002397;AMOXICILINA+CLAV 875+125MG 20CP (EUG)   
4002401;ATORVASTATINA CALCICA 40MG C/30CP (EUG) 
4002403;AZITROMICINA SUSP 1500MG C/22ML (EUG)   
4002404;AZITROMICINA SUSP 600MG C/9ML (EUG)     
4002405;AZITROMICINA SUSP 900MG C/12ML (EUG)    
4002409;CICLOBENZAPRINA 5MG C/15CP (EUG)        
4002410;CIPROFLOXACINO 500MG C/14CP-GEN EURO    
4002411;DOMPERIDONA 10MG C/30CP (EUG)           
4002412;ITRACONAZOL 100MG C/4CAPS (EUG)         
4002413;LOSARTANA POTASSICO 50MG C/30CP (EUG)   
4002416;LOSARTANA+HID 50+12,5MG 30CP(EUG)       
4002418;PARACETAMOL+CODEINA C/24CP              
4002421;SIBUTRAMINA 10MG C/30CP (EUG)           
4002422;SIBUTRAMINA 15MG C/30CP (EUG)           
4002423;TRIANCINOLONA EM ORAB POM 10G (EUG)     
4002425;OLMESARTANA HIDRO 20MG+12,5MG 30CP (EUG)
4002426;OLMESARTANA HIDRO 40MG+12,5MG 30CP (EUG)
4002427;OLMESARTANA HIDRO 40MG+25MG 30CP (EUG)  
4002430;ESPERSON-N POMADA C/20G (SAV)           
4002431;COLIRIO MOURA BRASIL 20ML (SAO)         
4002437;DECONGEX PLUS COMP -CX 25               
4002438;FLOGORAL PAST LARANJA CART C/04 CX25    
4002439;FLOGORAL PAST MENTA CART C/04 CX25      
4002440;FOXIS 200 MG C/ 10 CAPS                 
4002441;FOXIS 200 MG C/ 30 CAPS                 
4002442;HIDROCIN NEBULES                        
4002443;IRRITRATIL 200MG C/ 30 CAPS             
4002444;ACEBROFILINA XPE INF 120ML (EUG)        
4002450;ADAPEL 0,1 PC GEL TOPICO C/20G (MDF)    
